Priority,AssignedToID,ProjectCode,SubCategory,HoursEstimate,HoursActual
1,43,PC2,Enhancement,20.0,7.5
2,42,PC2,Enhancement,3.0,2.5
4,42,PC2,Enhancement,3.5,6.05
1,13,PC2,Enhancement,0.5,0.5
1,13,PC2,Enhancement,21.0,36.48
2,13,PC2,Enhancement,0.25,0.25
2,26,PC2,Business Specification,0.5,0.5
1,43,PC17,Enhancement,50.0,58.5
4,42,PC2,Bug,1.0,0.5
3,42,PC2,Enhancement,0.25,0.25
3,24,PC17,Enhancement,3.0,2.0
4,42,PC2,Enhancement,0.5,0.5
5,42,PC2,Release,2.0,1.5
4,13,PC2,Enhancement,1.0,1.0
1,13,PC2,Bug,0.5,0.5
2,42,PC2,Enhancement,2.0,1.5
2,58,PC9,Enhancement,5.0,4.9
1,13,PC2,Enhancement,3.5,3.5
1,58,PC2,Bug,1.0,0.75
3,42,PC2,Enhancement,1.0,0.75
3,42,PC2,Enhancement,1.0,0.75
1,58,PC9,Release,3.5,3.5
1,13,PC2,Enhancement,2.0,2.5
1,43,PC17,Enhancement,50.0,126.0
1,26,PC2,Bug,2.0,1.0
1,13,PC2,Release,1.0,1.0
5,42,PC2,Bug,3.0,2.5
5,42,PC2,Enhancement,1.0,3.0
5,65,PC9,Enhancement,2.0,2.0
8,42,PC2,Testing,1.0,1.0
6,42,PC2,Enhancement,1.0,1.5
2,26,PC16,Business Specification,2.0,2.5
1,26,PC2,Bug,0.5,0.5
2,26,PC2,Enhancement,0.5,1.0
1,58,PC9,Enhancement,3.5,3.48
4,42,PC2,Enhancement,1.5,1.25
1,58,PC2,Enhancement,91.05,32.48
4,42,PC2,Release,3.5,3.25
1,26,PC2,Bug,1.0,0.5
1,26,PC2,Bug,1.0,1.0
4,42,PC2,Enhancement,1.0,1.25
2,24,PC17,Enhancement,15.0,2.0
3,42,PC2,Enhancement,1.0,0.5
4,42,PC2,Enhancement,1.0,1.0
6,42,PC2,Enhancement,2.0,2.5
5,42,PC2,Enhancement,1.0,1.0
6,42,PC2,Enhancement,3.0,0.5
3,42,PC2,Enhancement,3.5,1.75
4,42,PC2,Documentation,1.0,1.25
4,24,PC17,Enhancement,3.0,3.25
1,26,PC2,Bug,3.0,5.0
1,26,PC16,Bug,4.0,1.5
2,42,PC2,Enhancement,0.5,0.5
1,42,PC2,Enhancement,40.0,20.75
5,42,PC2,Enhancement,0.25,0.25
2,26,PC16,Bug,3.0,0.5
1,13,PC2,Training,0.5,0.5
5,65,PC2,Bug,2.0,1.0
4,42,PC2,Enhancement,0.5,0.5
4,42,PC2,Bug,1.0,1.25
1,13,PC2,Bug,0.5,0.5
5,65,PC9,Bug,5.0,3.5
4,42,PC2,Enhancement,2.0,0.75
4,42,PC2,Bug,2.5,1.0
5,42,PC2,Enhancement,0.5,0.5
5,42,PC2,Enhancement,2.0,1.25
1,13,PC2,Enhancement,0.5,0.5
4,42,PC2,Release,1.5,1.5
1,13,PC2,Enhancement,0.5,0.5
1,13,PC2,Enhancement,14.0,29.63
5,65,PC9,Enhancement,4.0,4.0
1,58,PC2,Enhancement,3.1,0.1
10,58,PC2,Enhancement,35.15,0.15
10,58,PC2,Enhancement,14.1,0.1
5,42,PC2,Bug,0.5,0.25
3,26,PC16,Bug,0.5,0.5
1,13,PC2,Enhancement,0.25,0.25
1,13,PC2,Enhancement,2.5,2.25
3,42,PC2,Enhancement,2.0,0.5
3,42,PC2,Enhancement,3.0,1.5
1,13,PC2,Enhancement,2.0,2.15
4,42,PC2,Enhancement,2.0,0.75
3,42,PC2,Bug,2.0,2.75
2,26,PC2,Enhancement,2.0,1.5
1,58,PC9,Enhancement,1.0,1.25
5,42,PC2,Bug,3.0,3.0
4,42,PC2,Bug,3.0,1.6
1,58,PC2,Bug,2.5,5.76
3,58,PC2,Enhancement,3.0,2.86
1,58,PC9,Bug,0.5,0.5
3,58,PC9,Enhancement,2.0,1.78
1,58,PC2,Enhancement,2.0,1.75
1,13,PC2,Bug,3.5,1.0
3,42,PC2,Bug,2.0,1.25
3,24,PC17,Enhancement,4.0,1.5
5,65,PC9,Enhancement,7.0,10.0
5,42,PC2,Bug,3.0,1.0
1,43,PC17,Enhancement,50.0,62.75
1,58,PC9,Enhancement,0.75,0.65
1,58,PC9,Enhancement,21.0,17.5
5,42,PC2,Enhancement,1.0,0.5
5,42,PC2,Enhancement,3.5,3.75
1,42,PC2,Enhancement,5.0,8.75
3,42,PC2,Enhancement,5.0,0.6
5,65,PC9,Enhancement,4.0,21.0
3,42,PC2,Enhancement,2.5,1.0
1,13,PC2,Release,7.0,4.68
1,13,PC2,Release,7.0,3.03
1,13,PC2,Release,1.0,0.91
1,42,PC2,Enhancement,2.0,7.25
5,42,PC2,Enhancement,0.5,0.5
1,13,PC2,Testing,0.5,0.45
1,42,PC2,Enhancement,5.0,14.58
1,13,PC2,Release,7.0,6.75
1,13,PC2,Release,7.0,4.75
1,13,PC2,Release,1.0,0.25
1,13,PC2,Release,7.0,7.0
1,13,PC2,Release,7.0,5.95
1,13,PC2,Release,1.0,0.75
1,13,PC2,Release,7.0,7.5
1,13,PC2,Release,7.0,9.8
1,13,PC2,Release,1.0,0.5
2,26,PC2,Enhancement,5.0,9.5
5,65,PC2,Third Party,7.0,5.5
5,42,PC2,Enhancement,0.35,0.35
1,13,PC2,Release,3.0,3.25
3,26,PC2,Enhancement,0.5,2.0
2,26,PC2,Enhancement,14.0,9.5
2,26,PC2,Testing,50.0,111.5
5,65,PC2,Third Party,1.0,0.75
5,65,PC2,Third Party,14.0,3.0
2,26,PC16,Enhancement,14.0,19.0
2,26,PC2,Enhancement,10.0,24.75
1,43,PC17,Enhancement,50.0,37.0
7,42,PC2,Training,1.0,1.5
7,42,PC2,Training,1.0,1.25
7,42,PC2,Technical Specification,0.5,0.5
4,42,PC2,Release,3.5,8.25
5,65,PC2,Third Party,20.0,26.6
1,13,PC2,Enhancement,56.0,42.82
1,13,PC2,Release,3.0,2.75
1,26,PC2,Bug,2.0,0.5
1,13,PC2,Training,0.5,0.33
5,42,PC2,Training,0.45,0.75
4,42,PC2,Enhancement,0.5,0.5
6,42,PC2,Release,0.5,0.75
1,26,PC2,Bug,1.0,1.0
5,42,PC2,Enhancement,1.0,1.0
4,42,PC2,Enhancement,2.0,2.0
5,42,PC2,Bug,2.0,2.25
5,42,PC2,Release,0.5,0.5
6,42,PC2,Release,0.5,0.5
4,42,PC2,Enhancement,0.5,0.5
1,13,PC2,Release,0.5,1.5
1,13,PC2,Training,1.0,1.0
2,26,PC2,Bug,1.0,1.0
5,65,PC2,Third Party,15.0,9.2
4,42,PC2,Training,0.5,0.5
3,42,PC2,Bug,1.5,1.5
5,42,PC2,Bug,0.5,0.5
3,42,PC2,Enhancement,4.0,5.5
5,42,PC2,Enhancement,0.25,0.25
3,42,PC2,Enhancement,2.5,4.25
1,13,PC2,Enhancement,0.5,1.5
5,42,PC2,Bug,0.5,0.5
5,42,PC2,Bug,1.0,0.75
8,42,PC2,Bug,0.75,0.75
5,42,PC2,Enhancement,0.5,0.5
4,42,PC2,Enhancement,0.5,0.1
3,42,PC2,Enhancement,0.5,0.5
5,42,PC2,Bug,7.0,0.25
6,42,PC2,Bug,2.0,0.5
5,65,PC9,Testing,2.5,6.75
5,65,PC2,Third Party,21.0,7.72
1,13,PC2,Release,0.5,0.5
1,13,PC2,Bug,0.5,0.5
1,42,PC2,Enhancement,1.0,1.0
1,43,PC17,Enhancement,50.0,35.5
5,42,PC2,Bug,0.25,0.25
1,58,PC2,Training,1.0,1.0
3,42,PC2,Release,1.5,1.5
5,65,PC2,Third Party,2.5,9.0
5,42,PC2,Enhancement,0.5,0.5
1,42,PC2,Enhancement,4.0,4.0
4,42,PC2,Enhancement,3.5,2.25
1,13,PC2,Enhancement,35.0,94.08
5,42,PC2,Training,2.5,2.8
1,13,PC2,Bug,0.5,0.5
1,43,PC17,Enhancement,50.0,12.75
5,65,PC2,Third Party,0.5,0.5
6,42,PC18,Training,0.5,0.5
4,42,PC2,Release,4.0,6.5
5,42,PC2,Bug,0.33,0.33
3,42,PC2,Bug,2.5,3.5
5,65,PC2,Third Party,2.0,2.5
5,65,PC2,Third Party,35.0,9.66
1,13,PC2,Enhancement,0.25,0.25
6,42,PC2,Enhancement,0.5,0.5
1,43,PC17,Enhancement,5.0,8.75
1,13,PC2,Bug,0.5,0.5
5,65,PC2,Third Party,14.0,9.0
5,65,PC2,Third Party,14.0,7.63
1,58,PC2,Training,1.5,1.5
1,58,PC9,Bug,2.0,1.75
4,42,PC2,Enhancement,3.5,2.5
1,13,PC2,Bug,3.5,0.75
1,58,PC2,Bug,7.0,3.5
1,13,PC2,Enhancement,0.5,0.5
1,13,PC2,Enhancement,0.5,0.25
4,26,PC2,Enhancement,2.0,1.0
7,58,PC9,Bug,2.0,1.75
4,42,PC2,Release,3.0,2.75
5,42,PC2,Enhancement,2.5,2.0
2,26,PC2,Bug,2.0,1.0
7,42,PC2,Enhancement,3.5,0.5
9,42,PC2,Business Specification,0.25,0.25
1,13,PC2,Enhancement,7.0,3.5
5,42,PC2,Bug,2.0,2.35
5,42,PC2,Release,1.0,0.75
4,42,PC2,Release,0.75,0.5
1,13,PC2,Business Specification,0.5,0.5
1,58,PC2,Release,3.0,3.0
5,42,PC2,Enhancement,14.0,3.9
4,42,PC2,Enhancement,3.5,5.5
4,42,PC2,Enhancement,0.5,0.5
5,42,PC2,Enhancement,3.5,3.9
2,13,PC2,Enhancement,2.0,0.25
5,42,PC2,Bug,3.5,5.0
5,42,PC2,Testing,2.0,1.75
1,42,PC2,Enhancement,3.0,0.75
1,13,PC2,Enhancement,3.0,4.0
5,42,PC2,Bug,2.0,1.5
5,42,PC2,Release,2.0,1.5
1,24,PC2,Enhancement,35.0,17.0
5,65,PC9,Bug,2.0,1.5
5,42,PC2,Enhancement,7.0,23.58
4,42,PC2,Release,2.0,4.34
1,13,PC2,Bug,0.5,0.5
2,26,PC2,Enhancement,7.0,25.0
5,42,PC2,Release,2.5,2.75
4,42,PC2,Enhancement,1.5,1.5
1,58,PC9,Enhancement,28.0,2.5
5,42,PC2,Bug,2.0,1.0
5,42,PC2,Enhancement,3.5,4.0
1,13,PC2,Enhancement,1.0,0.75
1,13,PC2,Bug,0.25,0.5
2,24,PC2,Enhancement,21.0,10.0
5,42,PC2,Enhancement,2.5,2.0
5,42,PC2,Technical Specification,0.5,0.5
1,26,PC2,Bug,0.5,0.5
1,58,PC9,Enhancement,21.0,6.15
4,42,PC2,Enhancement,2.0,3.5
4,42,PC2,Enhancement,3.0,1.0
1,42,PC2,Release,1.5,1.25
1,13,PC2,Bug,1.0,1.0
1,26,PC2,Bug,2.0,2.0
1,26,PC2,Bug,0.5,0.5
4,42,PC2,Training,1.0,1.25
5,42,PC2,Bug,2.0,0.25
1,54,PC18,Training,2.5,2.5
5,42,PC2,Enhancement,1.5,1.5
1,54,PC18,Training,1.0,1.0
1,54,PC18,Training,1.0,1.0
1,54,PC18,Training,2.0,1.6
1,54,PC18,Training,2.0,2.45
3,42,PC2,Release,3.0,3.0
1,24,PC17,Bug,21.0,39.0
3,42,PC2,Enhancement,5.0,7.75
5,42,PC2,Enhancement,1.0,1.5
5,42,PC2,Technical Specification,0.5,1.25
1,54,PC18,Training,1.0,2.59
1,54,PC18,Enhancement,2.0,2.5
1,54,PC18,Training,1.0,1.5
1,26,PC2,Bug,2.0,3.0
1,58,PC9,Enhancement,3.0,2.7
4,42,PC2,Enhancement,3.0,2.5
5,13,PC9,Bug,0.5,0.5
4,42,PC2,Enhancement,2.0,1.0
3,42,PC2,Bug,3.0,2.75
4,42,PC2,Training,0.75,0.75
1,54,PC18,Training,1.0,1.0
1,54,PC18,Training,1.0,0.97
1,54,PC18,Training,1.0,0.36
1,54,PC18,Training,1.0,1.03
1,54,PC18,Training,0.5,0.3
1,54,PC9,Enhancement,1.0,0.73
1,54,PC9,Enhancement,2.0,3.08
3,26,PC16,Enhancement,3.0,3.0
3,42,PC2,Enhancement,3.0,2.75
2,26,PC2,Enhancement,2.0,2.0
1,13,PC2,Bug,3.5,0.75
1,13,PC2,Enhancement,1.0,1.0
2,42,PC2,Bug,2.5,2.5
1,13,PC2,Enhancement,13.5,7.5
5,65,PC2,Third Party,21.0,9.5
3,26,PC16,Documentation,1.0,1.0
1,13,PC2,Bug,3.5,1.0
1,54,PC18,Training,1.0,2.0
3,58,PC9,Enhancement,4.0,2.2
1,54,PC9,Enhancement,5.0,5.5
1,26,PC2,Bug,4.5,4.5
1,54,PC18,Training,2.0,3.0
1,54,PC18,Training,3.0,4.0
1,58,PC9,Enhancement,4.5,3.25
1,13,PC2,Enhancement,0.5,0.5
3,42,PC2,Enhancement,7.0,11.25
3,24,PC17,Enhancement,35.0,7.0
1,13,PC2,Enhancement,10.0,7.0
2,26,PC2,Bug,3.0,5.0
1,58,PC9,Bug,7.0,6.75
1,54,PC9,Enhancement,0.5,0.33
1,54,PC9,Enhancement,3.0,2.89
1,54,PC18,Training,3.0,4.11
1,58,PC9,Enhancement,35.0,3.0
1,54,PC9,Enhancement,1.0,1.14
1,54,PC18,Training,6.0,7.0
1,13,PC2,Enhancement,5.0,5.0
1,13,PC2,Bug,3.5,13.25
4,24,PC17,Enhancement,35.0,7.5
5,65,PC9,Technical Specification,0.75,0.75
2,26,PC2,Enhancement,7.0,12.0
1,13,PC2,Enhancement,10.0,17.57
5,42,PC2,Enhancement,3.5,0.5
1,58,PC2,Enhancement,2.0,2.75
4,42,PC2,Enhancement,3.0,1.75
1,54,PC18,Training,6.0,6.0
2,26,PC2,Enhancement,0.5,0.5
2,26,PC2,Enhancement,1.0,1.5
1,58,PC2,Business Specification,1.0,1.0
1,58,PC9,Testing,5.0,2.0
1,58,PC2,Enhancement,2.5,4.25
8,24,PC18,Enhancement,2.0,4.5
1,24,PC2,Enhancement,1.0,2.0
1,54,PC18,Training,4.0,4.0
5,65,PC9,Enhancement,3.0,4.0
5,65,PC9,Bug,0.75,0.75
1,54,PC18,Enhancement,3.5,3.5
1,54,PC18,Training,1.0,1.0
5,24,PC17,Enhancement,35.0,29.25
5,42,PC2,Enhancement,2.0,0.75
2,26,PC2,Enhancement,5.0,3.0
1,54,PC18,Training,2.0,5.0
5,42,PC2,Enhancement,2.5,4.5
1,42,PC2,Release,21.0,8.75
1,54,PC18,Training,7.15,7.15
1,26,PC2,Bug,3.0,3.0
1,54,PC18,Training,7.0,7.25
2,26,PC2,Enhancement,4.0,6.5
3,42,PC2,Release,2.0,1.75
1,54,PC18,Training,7.0,7.0
4,42,PC2,Business Specification,2.0,1.75
1,13,PC2,Enhancement,1.0,1.5
1,13,PC2,Enhancement,10.0,21.5
1,58,PC9,Enhancement,7.0,5.5
2,42,PC2,Enhancement,3.0,2.0
2,24,PC2,Bug,4.0,4.0
1,54,PC18,Training,1.0,1.12
3,42,PC2,Enhancement,7.0,3.5
5,26,PC9,Bug,1.0,1.0
1,54,PC18,Training,3.0,3.43
1,13,PC2,Bug,0.5,0.25
1,54,PC18,Training,1.5,2.0
1,24,PC17,Enhancement,3.0,2.5
1,42,PC2,Release,5.0,5.5
2,42,PC2,Enhancement,7.0,7.75
1,54,PC18,Training,0.5,0.5
1,54,PC18,Training,5.0,5.51
5,65,PC9,Enhancement,2.0,1.0
2,24,PC17,Enhancement,2.0,2.0
2,24,PC17,Enhancement,5.0,1.0
1,54,PC18,Training,2.0,93.57
2,42,PC2,Bug,1.5,1.25
2,42,PC2,Enhancement,3.5,2.5
3,42,PC2,Release,1.0,1.0
5,65,PC9,Bug,1.0,1.0
1,26,PC2,Enhancement,7.0,11.5
1,13,PC2,Bug,0.75,0.75
2,42,PC2,Release,7.0,7.25
1,54,PC18,Training,1.0,1.0
1,24,PC17,Bug,21.0,31.92
1,13,PC2,Enhancement,7.0,8.0
1,26,PC2,Enhancement,3.0,12.0
1,26,PC2,Enhancement,50.0,303.0
1,26,PC9,Enhancement,4.0,2.0
1,26,PC2,Enhancement,50.0,83.5
1,58,PC2,Enhancement,7.0,4.0
1,13,PC2,Technical Specification,0.5,0.5
1,13,PC2,Technical Specification,0.33,0.33
1,58,PC2,Enhancement,7.0,6.23
2,42,PC2,Enhancement,5.0,11.5
5,65,PC9,Enhancement,1.0,1.5
1,13,PC2,Bug,0.5,0.5
5,65,PC9,Enhancement,3.5,2.0
5,65,PC9,Enhancement,2.0,3.5
5,42,PC2,Enhancement,3.0,6.25
5,65,PC9,Enhancement,0.5,0.5
1,26,PC8,Bug,2.0,2.0
2,26,PC8,Enhancement,4.0,4.0
4,42,PC2,Release,7.0,9.5
5,65,PC9,Bug,1.5,3.5
2,26,PC8,Enhancement,3.0,4.0
2,24,PC17,Enhancement,15.0,15.25
6,42,PC8,Enhancement,3.0,3.0
1,24,PC17,Enhancement,35.0,3.0
2,24,PC17,Enhancement,35.0,5.5
3,26,PC8,Bug,2.0,2.5
1,26,PC2,Enhancement,8.0,9.0
1,13,PC2,Enhancement,2.0,3.0
4,42,PC2,Bug,1.0,1.25
5,65,PC9,Enhancement,7.0,2.5
2,42,PC9,Bug,7.0,5.25
2,26,PC2,Enhancement,3.0,5.0
1,26,PC8,Bug,1.0,0.5
3,42,PC2,Bug,5.0,2.5
1,13,PC2,Enhancement,3.5,3.25
8,42,PC2,Testing,3.0,5.25
5,65,PC9,Enhancement,1.0,1.0
3,42,PC2,Enhancement,3.5,7.5
2,24,PC17,Enhancement,21.0,10.5
5,65,PC9,Bug,14.0,7.25
3,42,PC2,Release,2.0,2.25
1,13,PC2,Enhancement,28.0,13.0
1,26,PC2,Enhancement,5.0,13.5
1,13,PC2,Enhancement,0.75,0.75
3,42,PC2,Release,1.5,2.0
7,42,PC2,Enhancement,0.5,0.5
3,42,PC2,Enhancement,2.0,1.0
1,26,PC2,Enhancement,4.0,8.0
2,54,PC18,Training,24.0,5.15
1,26,PC2,Enhancement,4.0,5.0
1,26,PC9,Bug,2.0,2.0
1,58,PC9,Release,2.0,1.5
5,65,PC9,Enhancement,5.0,5.0
5,26,PC9,Enhancement,3.0,4.0
4,24,PC17,Enhancement,21.0,21.75
4,42,PC2,Release,3.0,2.75
3,42,PC2,Enhancement,2.0,1.75
1,26,PC2,Enhancement,10.0,17.5
4,42,PC2,Release,3.5,4.0
6,42,PC9,Enhancement,2.0,2.0
2,26,PC2,Enhancement,1.0,0.5
3,24,PC17,Enhancement,7.0,21.5
1,13,PC2,Release,1.0,1.5
5,65,PC8,Bug,0.75,0.75
3,42,PC2,Bug,3.5,2.5
5,65,PC9,Enhancement,7.0,11.25
3,42,PC2,Enhancement,5.0,5.0
1,54,PC9,Enhancement,56.0,16.63
1,13,PC2,Support,1.0,1.0
5,65,PC8,Bug,0.5,0.5
5,65,PC9,Bug,2.0,1.0
1,26,PC2,Enhancement,2.0,2.5
1,26,PC2,Enhancement,1.0,1.0
2,24,PC2,Enhancement,10.0,4.5
3,42,PC2,Training,7.0,16.0
1,26,PC2,Enhancement,8.0,31.0
6,42,PC2,Enhancement,3.5,3.0
2,24,PC17,Enhancement,5.0,4.0
10,65,PC18,Training,7.0,5.75
1,26,PC2,Enhancement,2.0,2.5
5,65,PC9,Bug,7.0,6.0
1,26,PC2,Enhancement,6.0,6.0
5,42,PC2,Bug,3.5,5.0
1,24,PC17,Enhancement,4.0,1.0
4,42,PC18,Release,0.75,0.75
5,65,PC9,Enhancement,7.0,24.25
4,42,PC2,Bug,1.0,1.75
1,58,PC9,Enhancement,28.0,10.47
1,58,PC9,Release,14.0,1.25
1,58,PC9,Enhancement,5.0,9.08
2,24,PC17,Enhancement,35.0,35.75
4,42,PC2,Enhancement,0.5,0.5
4,42,PC2,Enhancement,2.5,2.0
5,42,PC2,Release,2.0,2.0
3,42,PC2,Bug,5.0,3.0
1,13,PC2,Testing,21.0,50.5
1,58,PC9,Release,14.0,6.75
1,26,PC2,Enhancement,8.0,5.0
1,13,PC2,Bug,0.5,1.25
4,42,PC2,Release,2.5,2.25
2,24,PC17,Enhancement,21.0,10.5
1,24,PC17,Enhancement,1.0,1.25
5,65,PC9,Enhancement,2.0,2.0
3,24,PC17,Enhancement,14.0,34.5
1,13,PC2,Enhancement,1.0,1.0
5,65,PC9,Enhancement,7.0,2.25
5,65,PC9,Bug,2.0,3.75
1,54,PC9,Bug,8.0,5.58
1,43,PC18,Enhancement,15.0,18.5
1,13,PC2,Bug,0.5,0.5
1,13,PC2,Enhancement,28.0,96.27
1,13,PC2,Enhancement,1.5,1.25
2,24,PC17,Enhancement,14.0,5.0
1,42,PC2,Bug,2.0,1.5
1,54,PC9,Bug,2.0,2.0
5,65,PC9,Bug,4.0,1.0
5,65,PC9,Enhancement,8.0,4.0
1,13,PC2,Bug,2.0,1.75
4,42,PC2,Enhancement,1.5,1.5
5,54,PC9,Enhancement,1.0,0.75
2,24,PC2,Enhancement,7.0,26.5
3,42,PC2,Enhancement,14.0,20.0
1,54,PC9,Bug,8.0,1.38
4,42,PC2,Release,1.0,1.0
1,26,PC2,Enhancement,10.0,10.0
1,43,PC17,Enhancement,2.0,1.25
5,65,PC9,Enhancement,4.0,2.5
5,65,PC9,Enhancement,8.0,9.0
1,13,PC2,Testing,7.0,36.5
1,13,PC2,Enhancement,21.0,43.5
3,42,PC2,Enhancement,3.5,2.5
1,54,PC9,Bug,1.0,0.5
3,42,PC2,Enhancement,2.0,3.0
5,65,PC9,Bug,1.0,1.0
3,42,PC2,Bug,3.0,2.5
3,42,PC2,Release,7.0,6.5
5,65,PC2,Enhancement,6.0,9.25
4,42,PC2,Enhancement,2.0,1.5
4,42,PC2,Support,1.0,0.75
4,42,PC2,Enhancement,1.0,0.5
2,42,PC2,Release,7.0,5.0
3,42,PC2,Release,14.0,19.75
1,24,PC17,Enhancement,28.0,19.5
1,54,PC9,Bug,14.0,7.02
1,13,PC2,Bug,3.5,3.5
5,65,PC9,Enhancement,5.0,3.75
4,42,PC2,Support,3.5,4.0
2,42,PC2,Bug,2.0,0.75
5,65,PC9,Enhancement,10.0,6.75
1,43,PC17,Enhancement,20.0,15.0
1,13,PC2,Enhancement,7.0,18.67
5,65,PC9,Bug,2.0,2.0
2,13,PC2,Enhancement,1.0,0.5
1,13,PC2,Enhancement,0.5,0.5
5,65,PC9,Enhancement,4.0,3.0
5,65,PC9,Enhancement,7.0,2.75
7,13,PC2,Bug,7.0,0.75
5,65,PC9,Bug,2.0,2.0
4,42,PC2,Bug,3.5,2.5
5,65,PC9,Bug,14.0,4.5
1,13,PC2,Bug,0.5,0.5
3,42,PC2,Enhancement,1.0,0.5
4,42,PC2,Bug,7.0,5.25
3,42,PC2,Testing,3.5,1.5
5,65,PC9,Bug,7.0,6.25
1,24,PC17,Enhancement,7.0,7.0
1,43,PC17,Enhancement,30.0,19.75
1,13,PC2,Enhancement,0.33,0.33
3,42,PC9,Bug,3.0,2.5
5,65,PC9,Bug,4.0,3.5
4,42,PC2,Release,8.0,8.25
2,24,PC2,Enhancement,3.0,11.0
2,24,PC2,Enhancement,35.0,11.5
1,58,PC11,Bug,1.0,0.25
1,58,PC8,Bug,4.0,0.28
3,42,PC2,Release,2.5,2.5
3,42,PC2,Bug,5.0,4.0
3,42,PC2,Enhancement,0.25,0.25
4,58,PC9,Enhancement,4.0,3.25
3,42,PC2,Bug,5.0,3.25
4,42,PC2,Support,1.0,1.0
1,58,PC9,Bug,35.0,5.25
1,13,PC2,Enhancement,7.0,7.0
1,26,PC2,Enhancement,4.0,2.5
1,43,PC17,Enhancement,30.0,13.75
2,42,PC2,Bug,1.0,0.75
5,58,PC9,Bug,2.0,1.0
5,58,PC9,Bug,2.0,1.0
3,42,PC2,Release,3.0,4.5
3,42,PC2,Support,1.5,1.5
4,42,PC2,Testing,1.0,0.75
4,42,PC2,Bug,1.0,0.75
3,42,PC2,Bug,1.0,1.5
1,58,PC9,Bug,5.0,1.75
4,42,PC2,Bug,3.5,3.5
1,24,PC17,Enhancement,50.0,71.5
4,42,PC2,Bug,5.5,0.5
5,65,PC9,Bug,2.0,2.5
5,42,PC2,Bug,1.5,1.25
3,42,PC2,Enhancement,15.0,20.75
4,42,PC2,Release,5.0,4.75
3,42,PC2,Support,1.0,1.0
3,42,PC2,Support,1.0,1.0
1,43,PC17,Enhancement,70.0,16.5
1,58,PC2,Training,0.75,0.2
1,58,PC9,Enhancement,4.0,2.5
2,24,PC17,Enhancement,14.0,3.5
5,65,PC9,Bug,1.0,1.0
5,65,PC2,Enhancement,17.5,22.0
5,65,PC9,Bug,1.5,1.5
5,65,PC9,Bug,1.5,1.5
1,58,PC9,Enhancement,4.5,4.5
1,58,PC9,Enhancement,3.5,3.0
2,42,PC2,Enhancement,2.0,2.0
4,42,PC2,Enhancement,3.5,6.5
4,42,PC2,Enhancement,0.5,0.5
1,13,PC2,Bug,0.5,0.5
2,26,PC2,Enhancement,1.5,1.0
2,58,PC9,Enhancement,10.0,13.28
1,58,PC9,Enhancement,5.0,7.8
1,13,PC2,Release,0.5,0.33
1,13,PC2,Enhancement,0.25,0.25
4,42,PC2,Enhancement,2.0,4.0
1,58,PC9,Bug,2.5,3.25
1,24,PC17,Enhancement,10.0,12.25
2,24,PC17,Enhancement,2.0,2.0
4,58,PC9,Enhancement,3.0,4.5
2,26,PC2,Bug,2.0,1.5
6,42,PC2,Enhancement,0.5,0.5
1,58,PC9,Enhancement,17.0,10.75
2,24,PC17,Training,35.0,2.0
3,42,PC2,Release,1.0,1.25
5,65,PC2,Business Specification,7.0,4.0
3,58,PC9,Enhancement,14.0,2.25
3,42,PC2,Release,0.5,0.75
3,42,PC2,Enhancement,2.0,1.75
3,42,PC18,Documentation,0.25,0.25
1,58,PC9,Enhancement,7.0,10.0
3,42,PC2,Bug,14.0,1.25
5,65,PC2,Enhancement,2.0,2.0
4,42,PC2,Bug,7.0,8.75
1,42,PC2,Bug,0.5,0.75
2,24,PC17,Enhancement,28.0,12.75
1,43,PC2,Technical Specification,5.0,1.5
5,65,PC9,Bug,2.0,3.5
1,42,PC2,Enhancement,4.0,5.5
4,42,PC2,Bug,3.5,1.0
1,13,PC2,Testing,21.0,1.5
1,43,PC2,Enhancement,7.0,2.0
4,58,PC9,Enhancement,2.0,1.5
2,58,PC9,Bug,1.0,0.33
1,13,PC2,Enhancement,0.5,0.5
2,24,PC17,Bug,3.0,2.0
3,24,PC17,Enhancement,2.0,2.0
2,26,PC16,Enhancement,1.0,0.5
3,42,PC2,Release,0.75,0.75
3,24,PC2,Enhancement,2.0,2.0
3,42,PC2,Enhancement,16.0,5.5
4,24,PC2,Enhancement,2.0,8.0
1,43,PC2,Enhancement,30.0,16.75
5,42,PC18,Support,5.0,4.25
1,24,PC17,Enhancement,21.0,12.0
5,65,PC9,Enhancement,5.0,4.25
5,65,PC9,Enhancement,4.0,4.5
5,65,PC2,Release,3.0,3.0
1,54,PC9,Enhancement,95.0,3.58
5,65,PC9,Bug,2.0,2.5
5,65,PC9,Enhancement,2.0,4.5
1,24,PC2,Enhancement,7.0,5.5
1,26,PC9,Bug,5.0,5.0
1,26,PC2,Bug,3.0,1.5
1,43,PC2,Enhancement,1.5,1.5
1,24,PC2,Enhancement,1.5,1.5
3,42,PC2,Support,0.75,0.75
1,13,PC2,Bug,1.0,0.75
1,13,PC2,Enhancement,0.5,3.0
1,24,PC17,Enhancement,2.0,1.0
1,13,PC2,Enhancement,3.0,4.5
2,24,PC17,Enhancement,49.0,14.45
2,13,PC2,Bug,4.0,1.5
5,65,PC9,Bug,2.0,1.5
10,65,PC18,Training,7.0,48.25
1,26,PC2,Enhancement,7.0,5.0
1,13,PC2,Bug,0.25,0.25
3,13,PC2,Support,0.5,0.5
1,24,PC17,Enhancement,49.0,11.0
1,13,PC2,Enhancement,5.0,2.75
